county	state_abbrev	crime_rate_per_100000	MURDER	ROBBERY	BURGLRY
Williamson	TN	129.7127717	2	28	372
Merrimack	NH	129.384606	0	33	431
Highland	OH	129.333241	0	5	326
Lawrence	AR	129.3280818	0	1	64
Nelson	ND	129.2407108	0	0	11
Tucker	WV	129.1618829	0	0	13
Summit	CO	129.1493595	1	2	68
Calumet	WI	128.9880485	0	7	102
Shelby	KY	128.9126108	2	20	320
Pondera	MT	128.8037353	0	0	1
Campbell	WY	128.6947858	0	4	202
Hood	TX	128.5322748	1	3	171
Dawson	NE	128.0621308	0	0	104
Venango	PA	127.9982192	3	5	125
Nemaha	KS	127.9401634	0	0	23
Franklin	ME	127.889818	0	4	151
Huntington	IN	127.7486342	0	7	98
Susquehanna	PA	127.7018399	2	16	210
Lewis	WV	127.6440554	0	0	39
Wallace	KS	127.4697259	0	0	0
Calloway	KY	127.4663409	3	11	327
Frio	TX	127.3180183	0	4	146
Columbia	PA	127.2512239	3	9	306
Prince Edward	VA	127.1818262	1	6	81
Calvert	MD	127.0942929	2	22	400
San Juan	UT	126.8950778	0	1	41
Howard	MO	126.7427123	0	0	16
Emmet	MI	126.7350634	0	0	78
Clinton	IL	126.6256892	0	3	63
Wheeler	GA	126.4382349	0	1	23
Yamhill	OR	126.0858774	4	22	546
Ida	IA	126.0327685	0	0	39
Chesterfield	VA	126.0126013	10	149	1679
Page	VA	125.9392973	2	7	112
Somerset	ME	125.7107492	1	14	406
Decatur	IN	125.5851125	0	1	8
Bayfield	WI	125.3628926	0	0	142
Big Horn	WY	125.0625313	0	1	16
Randolph	GA	125.052105	0	2	39
Las Animas	CO	124.6019659	0	7	41
Iberia Parish	LA	124.5296299	0	69	583
Huron	MI	124.1310824	0	0	120
Irion	TX	124.0694789	0	0	16
Sullivan	MO	124.0694789	0	0	29
Park	CO	124.0617828	0	0	27
Dewey	OK	123.8645747	0	0	15
York	VA	123.7380978	0	15	129
Pike	PA	123.6945804	0	17	429
Kent	RI	123.6101433	3	38	693
Jackson	TX	123.3637174	0	0	47
Kendall	IL	123.1692194	2	14	297
Wood	TX	122.9140075	1	3	268
Caroline	VA	122.8752816	1	7	90
Fulton	PA	122.6993865	0	1	54
Clinton	PA	122.6410372	0	2	143
Christian	IL	122.4561199	0	0	83
Henry	IL	122.3425592	0	0	98
Yoakum	TX	122.1896383	1	4	55
Garfield	CO	122.159785	1	4	178
Marshall	KY	122.1589996	0	5	180
Washington	NY	122.0420649	6	7	233
Wilkin	MN	122.0070154	0	2	30
Morris	KS	121.9299774	0	0	55
Jefferson	WI	121.8805098	1	3	256
Marathon	WI	121.8467537	2	24	485
Tyrrell	NC	121.6841081	0	2	10
Montgomery	VA	121.6127725	0	16	341
Grafton	NH	121.6124246	0	14	302
Midland	MI	121.5457763	2	7	208
Essex	NY	121.2527733	1	4	138
Livingston	MO	121.0409522	0	2	87
Louisa	VA	120.7836206	1	2	83
Wyoming	NY	120.3919963	0	6	76
Nodaway	MO	120.3731568	1	4	67
Lincoln	ME	120.2769303	1	4	180
Wayne	PA	120.2762474	2	6	263
Whitley	KY	120.2259129	2	10	231
Washington	VA	120.2032528	2	4	241
Ballard	KY	120.0192031	0	0	47
Evans	GA	120.0036924	0	3	53
Ellis	OK	119.9040767	0	0	10
Patrick	VA	119.7735192	0	5	66
Alfalfa	OK	119.7195143	0	0	13
Baxter	AR	119.6376688	3	3	215
Sublette	WY	119.510009	0	0	22
Dakota	NE	119.3488328	0	5	57
Worth	IA	119.3475666	0	0	45
Hood River	OR	119.0738699	0	3	37
Grant	WV	119.057743	0	0	26
Clay	WV	118.9961056	1	1	23
Pulaski	KY	118.9228097	3	21	500
Clarke	VA	118.4834123	0	0	42
Callahan	TX	118.2994455	0	2	42
Minidoka	ID	118.2732111	0	3	100
Niobrara	WY	118.0637544	0	0	1
Rockingham	NH	118.0073144	7	43	925
Seminole	OK	117.9894596	2	4	271
Hand	SD	117.959304	0	0	3
Schley	GA	117.9013559	0	0	16
Linn	OR	117.8798468	0	42	708
Camden	NC	117.7971925	0	2	40
Augusta	VA	117.7075441	2	2	132
Campbell	VA	117.6790079	2	8	176
Albany	WY	117.5778954	1	2	118
Walworth	WI	117.5384914	1	12	287
Oconee	GA	117.5260761	0	4	61
Dakota	MN	117.5004712	2	91	1293
Wetzel	WV	117.2549988	0	1	62
Major	OK	117.1417415	0	0	46
Shenandoah	VA	117.1399119	0	6	187
Bullitt	KY	117.1051604	1	24	531
Winston	MS	117.0960187	1	4	37
Pacific	WA	117.0845936	0	1	332
Meeker	MN	116.7870583	0	1	87
Custer	CO	116.6861144	0	0	13
Wilkinson	GA	116.6242578	0	1	50
Greene	OH	116.4187152	3	63	829
Starke	IN	116.3943613	0	0	34
Freeborn	MN	116.3241567	0	1	86
Miami	IN	116.2147205	0	6	108
Jefferson	WV	116.2093948	0	11	151
Barren	KY	116.2061031	1	6	159
Hancock	OH	116.1363546	0	21	382
Fremont	ID	116.0362033	0	0	27
Nobles	MN	115.6497201	0	3	56
Sherman	OR	115.5401502	0	0	6
Hardin	KY	115.5364125	2	43	415
Chickasaw	MS	115.5334758	1	4	30
Skamania	WA	115.3095618	0	0	37
Waseca	MN	115.1953084	0	3	80
Craig	VA	115.1631478	0	0	2
Chenango	NY	115.1445367	0	9	180
Montgomery	IA	115.1189563	0	0	57
Klickitat	WA	115.0196492	0	1	95
Bourbon	KY	115.0115012	1	5	137
Cerro Gordo	IA	114.7446931	2	3	433
Marshall	IN	114.6277781	1	6	128
Parker	TX	114.4805548	3	15	621
Harrison	MO	114.4033863	2	0	23
Mason	WV	114.2815011	3	4	80
Montgomery	NY	114.2353248	4	12	227
Lincoln	AR	114.0332122	0	3	76
Franklin	IA	113.7656428	0	0	26
Schuyler	NY	113.75948	1	1	40
Oxford	ME	113.4835973	0	7	435
Santa Cruz	AZ	113.3253507	1	13	191
Harris	GA	113.278021	0	2	82
Butler	PA	113.2221959	3	48	440
Tioga	PA	113.0395874	0	1	221
Stevens	MN	112.9943503	0	1	20
Missaukee	MI	112.9493057	2	0	67
Jefferson	MT	112.9256428	0	0	13
New Kent	VA	112.7800277	0	1	107
Faribault	MN	112.747516	1	0	55
Kittitas	WA	112.5344188	0	6	275
Douglas	NV	112.4835519	1	6	144
Windsor	VT	112.3655626	2	5	383
Adams	WI	112.3046875	0	6	225
Adams	PA	112.2643925	6	7	263
Nelson	KY	112.2586439	1	13	249
Macon	NC	112.2367605	1	6	215
Pickaway	OH	111.8925831	1	19	725
Nemaha	NE	111.7786782	0	0	10
Daniels	MT	111.6694584	0	0	0
Bandera	TX	111.6450658	0	0	45
Hanover	VA	111.5168262	5	21	111
Cheyenne	KS	111.3585746	0	0	4
Carter	MO	111.2700684	0	0	11
Cabarrus	NC	111.0956812	6	81	1035
Alexander	NC	111.0208503	2	7	371
Gaines	TX	110.9877913	2	2	59
Waushara	WI	110.9786674	0	2	85
Benton	OR	110.8660253	1	18	322
St. Lawrence	NY	110.7508731	0	11	486
Martin	KY	110.6981893	0	2	40
Buffalo	NE	110.6633537	1	4	166
Parmer	TX	110.3863522	0	1	29
Dawes	NE	110.0352113	0	2	18
Rice	KS	109.879133	0	1	45
Frederick	VA	109.445517	2	11	301
Madison	NC	109.4091904	3	3	123
Scott	MN	109.3039524	0	16	302
Sac	IA	109.224506	0	2	25
Tripp	SD	109.1305929	0	0	7
Sweet Grass	MT	109.0215318	0	0	6
Waupaca	WI	109.0178828	0	5	237
Cheboygan	MI	108.8393065	0	1	105
Cedar	IA	108.7370195	0	0	5
Sherburne	MN	108.6980634	0	10	228
Wadena	MN	108.6641553	0	0	32
Kendall	TX	108.563258	1	4	118
Phelps	NE	108.5422772	0	0	16
Gove	KS	108.3423619	1	0	8
Franklin	VA	108.2808201	0	5	169
Washington	IN	107.9913607	0	1	5
Westmoreland	VA	107.8809902	1	0	38
Watonwan	MN	107.748945	0	0	24
Logan	OH	107.7372969	0	7	409
Brewster	TX	107.6889942	0	0	34
Turner	SD	107.6426265	0	0	23
Poquoson city	VA	107.4025116	0	2	25
Whitman	WA	107.3652566	1	6	186
Clarke	IA	107.2386059	0	0	34
Barnes	ND	107.2386059	0	0	37
Gogebic	MI	106.8107565	1	0	32
Clinton	NY	106.6294077	0	6	274
Jackson	WI	106.5684945	0	3	59
Coos	NH	106.2599619	2	6	97
Gallatin	KY	106.2072221	0	1	60
Cheyenne	CO	105.8201058	0	0	3
Grayson	VA	105.5339358	1	1	35
Vinton	OH	105.4534498	2	2	141
Clay	MO	105.4353438	8	32	526
Brooke	WV	105.3208072	0	3	95
Hoke	NC	105.2180352	0	23	503
Alleghany	VA	105.1915104	1	1	67
Portage	WI	105.1435067	0	4	222
Porter	IN	105.0691355	5	19	561
Delta	CO	104.9765443	0	5	98
Effingham	IL	104.9348529	0	2	89
Lynn	TX	104.8401188	0	0	29
McHenry	IL	104.7464453	1	37	596
Madison	MO	104.5772665	0	1	30
Wayne	MO	104.4464339	0	0	51
Ocean	NJ	104.2141601	4	158	2659
Bristol Bay Borough	AK	104.1666667	0	0	5
Clackamas	OR	104.0531804	9	133	1603
Saline	NE	104.0510544	0	2	89
Albemarle	VA	103.8834951	4	18	294
Gilmer	WV	103.7822878	0	0	8
Republic	KS	103.7344398	0	0	11
Lincoln	MS	103.4185579	2	8	154
LaSalle	IL	103.4024763	0	14	424
Lafayette	MO	103.2085724	2	2	173
Ashe	NC	103.1269567	0	1	221
Lincoln	MN	102.915952	0	0	4
Chouteau	MT	102.5816379	0	0	1
Monroe	MO	102.5757921	0	0	24
Hodgeman	KS	102.5641026	0	0	18
Bucks	PA	102.396264	6	216	2121
Tipton	IN	102.2364217	0	0	97
Wythe	VA	102.2355507	0	6	23
Rockwall	TX	102.0587718	1	6	261
Monroe	WI	101.5497373	0	3	175
Nelson	VA	101.4267361	0	1	75
Boundary	ID	101.3544642	0	0	78
Stevens	WA	101.3124568	0	1	316
Sioux	IA	101.3112571	0	1	61
Wilson	TX	101.2814303	3	3	143
Greene	VA	101.0423314	0	0	31
Bonner	ID	100.7395759	2	2	295
Platte	MO	100.7394706	2	5	143
Otter Tail	MN	100.7276706	1	3	252
Fayette	TX	100.7211635	1	3	90
Barron	WI	100.7093441	1	6	147
Trego	KS	100.6711409	0	0	8
Carroll	KY	100.4291062	1	0	56
Randolph	IL	100.3344482	0	2	62
Grant	MN	100.1836701	0	0	37
Chase	NE	100.0	0	0	5
Wyoming	PA	99.98928686	0	1	99
Red Willow	NE	99.94548428	0	1	50
Gray	KS	99.85022466	0	0	26
Castro	TX	99.626401	0	1	72
Norton city	VA	99.57679861	0	0	10
James City	VA	99.26825118	1	14	152
Logan	OK	99.05002026	0	4	231
Douglas	WA	98.80671886	1	7	260
Franklin	NY	98.6689367	1	5	201
Stephenson	IL	98.41677364	2	15	283
Pickett	TN	98.23182711	0	0	11
King and Queen	VA	98.17671809	0	0	13
Hendricks	IN	98.12904945	0	20	222
Martin	MN	97.93360102	0	1	49
Centre	PA	97.81020958	1	27	355
Lee	IL	97.53858512	2	2	158
Texas	MO	97.51911375	1	0	156
Pembina	ND	97.47945969	0	0	15
Scott	VA	97.17314488	0	3	105
Fulton	NY	97.09449309	0	12	302
Armstrong	PA	96.90633856	0	9	177
Choctaw	AL	96.82705199	1	0	38
Rosebud	MT	96.47336263	0	1	6
Perry	KY	96.39414495	0	8	92
Grayson	KY	96.16494211	0	1	141
Henry	OH	96.11277232	2	3	171
Mellette	SD	96.10764056	0	0	6
Adair	KY	96.09224856	0	5	47
Pendleton	KY	96.08785175	0	3	81
Todd	KY	95.97696553	0	3	71
Camas	ID	95.96928983	0	0	3
Apache	AZ	95.92126116	1	3	159
Doddridge	WV	95.87727709	0	0	12
Worth	MO	95.6937799	0	0	15
Warren	VA	95.60970568	0	6	101
Prairie	AR	95.53379508	1	0	17
Craig	OK	95.41984733	1	0	45
Coahoma	MS	95.30617107	0	5	731
Oldham	TX	95.14747859	0	0	4
Gloucester	VA	95.0209046	2	6	103
Montgomery	MS	94.75978395	0	0	8
Gallia	OH	94.70624735	2	10	323
Cass	NE	94.64842055	0	1	67
DuPage	IL	94.62240083	6	259	2222
Ashtabula	OH	94.17799641	2	17	507
Schuyler	IL	94.0354648	0	0	7
Allen Parish	LA	93.98128206	0	2	57
Sheridan	WY	93.88412017	1	2	108
Nicollet	MN	93.84838944	0	4	79
Sharp	AR	93.84714646	0	1	73
Franklin	TX	93.80863039	0	1	45
Mercer	KY	93.68120287	0	7	118
Clay	KY	93.61542782	0	3	44
Atoka	OK	93.53863865	1	0	116
Preble	OH	93.45346497	2	1	271
Jackson	SD	93.28358209	0	0	5
Bergen	NJ	93.26422631	7	301	2068
Steele	MN	93.24009324	0	1	118
Attala	MS	93.18217114	1	4	57
Mercer	ND	93.10986965	1	0	27
Douglas	MN	93.03598303	1	3	116
Crawford	PA	92.70280168	1	16	413
Madison	MS	92.61841214	3	19	239
Greenbrier	WV	92.58220177	4	0	95
King George	VA	92.27312846	0	3	58
Hubbard	MN	91.97405364	0	0	117
Presque Isle	MI	91.86954525	0	0	48
Kearney	NE	91.63103238	0	0	33
Cherokee	GA	91.51244303	3	32	774
Edmonson	KY	91.19548997	0	1	60
Yancey	NC	91.08505067	1	1	88
Clay	AR	90.89728607	0	1	93
Madison	MT	90.76763485	0	0	4
Davis	UT	90.6567648	2	21	987
Penobscot	ME	90.6340471	8	61	912
Dodge	NE	90.37381898	0	1	134
Northumberland	VA	90.16393443	1	0	9
Effingham	GA	89.98090201	1	10	193
Mathews	VA	89.91794987	0	0	19
Jefferson	OR	89.85575786	1	6	113
Marion	KY	89.7979546	0	1	99
Rockbridge	VA	89.6579549	0	2	121
Washington	WI	89.64961315	2	21	309
Leon	TX	89.59503046	1	1	94
Real	TX	89.55223881	2	0	3
Orange	VA	89.36550492	1	4	56
Jefferson	IA	89.23259964	1	1	76
Cheyenne	NE	89.18838569	2	0	16
Laurel	KY	88.98141464	3	20	329
Norton	KS	88.93632159	0	0	16
Shawano	WI	88.85046707	1	1	239
Falls Church city	VA	88.83624519	1	7	14
Jeff Davis	TX	88.77052818	0	1	4
Giles	VA	88.62629247	0	0	45
Jackson	OH	88.46048257	1	5	229
Livingston	MI	88.37418606	1	14	428
Defiance	OH	88.23834735	0	4	142
Morgan	CO	88.01577243	0	3	94
Botetourt	VA	87.87346221	0	1	75
Hamilton	NE	87.79631255	0	0	65
Fall River	SD	87.73212458	0	0	8
Fairfax city	VA	87.59854837	0	7	24
Lincoln	WA	87.37015824	0	0	56
Dickens	TX	87.29812309	0	0	9
Morgan	OH	87.22490607	0	0	50
Traverse	MN	87.08272859	0	0	8
Carroll	VA	87.00599003	0	3	90
King William	VA	86.97272784	0	0	39
Hughes	OK	86.81183535	0	3	50
Wood	OH	86.64438668	1	19	464
Union	KY	86.49943443	0	0	47
Champaign	OH	86.17412242	1	4	229
Keith	NE	86.10086101	0	3	15
Butler	KY	85.98452279	0	2	44
Prince George	VA	85.89912222	0	8	91
Richland	ND	85.68455842	0	1	54
Bledsoe	TN	85.66311035	0	1	22
Livingston	KY	85.47921787	0	0	34
Forsyth	GA	85.46352447	0	10	395
Meigs	OH	85.12087164	1	5	177
Houston	MN	85.11091015	0	0	35
Madison	NE	85.0388344	0	0	131
Athens	OH	85.03269894	0	21	372
Livingston	NY	85.00115911	0	1	169
Warren	OH	84.86601664	0	46	797
Kossuth	IA	84.8508583	0	0	53
Allamakee	IA	84.69193309	0	1	25
Stark	IL	84.64533604	0	0	24
Ripley	IN	84.45054365	1	1	113
Loudoun	VA	84.36308729	3	52	350
Aroostook	ME	84.21954179	1	9	271
Charles City	VA	84.15147265	0	1	2
Bear Lake	ID	84.13259297	0	0	18
McLean	ND	84.06010297	0	1	37
Jones	GA	84.00714061	1	3	150
Dickenson	VA	83.94679065	1	0	23
Potter	SD	83.54218881	0	0	0
Crook	WY	83.51893096	0	0	20
Medina	OH	83.46911357	4	15	290
Union	GA	83.46471297	0	1	96
Crosby	TX	83.45852112	0	1	27
Madison	VA	83.33333333	1	1	17
Bristol	RI	83.29947176	0	11	146
Carson	TX	83.19467554	0	0	16
Madison	OH	83.18506366	1	10	266
Rankin	MS	83.12495316	3	14	538
Douglas	CO	83.0165739	1	15	539
Tompkins	NY	82.99796365	0	33	294
Portage	OH	82.99666793	0	48	872
Nance	NE	82.80430582	0	0	10
Ottawa	KS	82.75405495	0	1	22
Teton	MT	82.44023083	1	0	6
Rush	IN	82.33356857	0	2	125
Sterling	TX	82.03445447	0	0	1
Winona	MN	81.98001249	0	8	123
San Juan	WA	81.88976378	0	0	73
Fauquier	VA	81.83671344	2	8	117
Pepin	WI	81.52173913	0	0	28
Madison	NY	81.51197812	0	5	271
Cleveland	AR	81.46165484	0	1	70
Sanpete	UT	81.45341219	0	5	56
Becker	MN	81.24943577	0	1	49
Kimball	NE	81.03727715	0	0	1
Middlesex	CT	80.93644677	2	37	316
Harlan	KY	80.70458613	0	3	77
Curry	OR	80.57657012	0	3	104
Pike	AR	80.52250157	0	1	34
Pike	MO	80.34709947	0	0	77
Andrew	MO	80.25222127	1	0	43
Rappahannock	VA	80.23535705	0	0	2
Blackford	IN	80.12178511	0	3	66
Madison	ID	80.10680908	1	1	46
Warren	NJ	80.09014798	1	18	312
Fulton	OH	80.02259462	1	1	158
Chisago	MN	79.98363126	1	3	91
Glasscock	TX	79.93605116	0	0	3
Lamoille	VT	79.78617306	0	0	51
Fairfax	VA	79.75779097	16	353	1155
Price	WI	79.69859441	0	0	40
Yates	NY	79.50389569	0	0	111
Crawford	OH	79.42440665	0	7	350
Elk	PA	79.41802471	1	2	133
Harding	SD	79.23930269	0	0	0
Clearwater	MN	79.20343969	0	1	43
Gillespie	TX	78.8736838	0	4	60
Hancock	GA	78.83770695	0	2	42
Clayton	IA	78.77116975	0	0	18
Martin	IN	78.74015748	0	0	26
Lawrence	IL	78.51189757	1	0	33
Ralls	MO	78.49293564	0	0	47
Fayette	GA	78.43861025	3	21	286
Clermont	OH	78.41452816	2	32	1240
Bosque	TX	78.40940913	0	0	68
Polk	NC	78.38910391	0	1	100
San Miguel	CO	78.14535035	0	0	8
Newton	IN	78.08617875	0	0	74
Franklin	ID	77.79679477	0	0	23
Stone	MS	77.70870337	0	0	45
Greeley	KS	77.51937985	0	0	1
Cottonwood	MN	77.47933884	0	0	45
Roseau	MN	77.31958763	1	0	9
Van Wert	OH	77.304192	0	1	181
Meade	SD	77.20020587	0	0	36
Thayer	NE	77.08614377	0	0	27
Rooks	KS	77.07129094	1	0	10
Dodge	WI	76.97183736	1	6	248
Forest	WI	76.70392286	0	1	44
Hancock	ME	76.57945118	3	6	256
Hancock	WV	75.93014427	0	3	59
Rockingham	VA	75.89302942	0	4	204
Knox	ME	75.85335019	1	6	136
Winnebago	IA	75.80064431	0	1	13
Knox	KY	75.49543882	0	8	217
Cumberland	PA	75.45229922	0	69	614
Delaware	OH	75.14366496	2	59	797
Beaverhead	MT	74.93844342	0	1	12
Sutton	TX	74.8876685	0	1	4
Montmorency	MI	74.86631016	0	0	36
Guthrie	IA	74.85730327	0	0	17
Buena Vista city	VA	74.8502994	0	0	3
Monroe	MS	74.75910954	0	11	140
Clay	IN	74.61851285	0	1	45
Benzie	MI	74.59260959	1	0	40
Emery	UT	74.42552796	0	0	53
Bottineau	ND	74.2280285	2	0	18
Wahkiakum	WA	74.22068283	0	0	7
Custer	NE	74.12898443	0	0	19
Harrison	IN	74.04948548	0	5	108
Goochland	VA	73.98501803	2	0	50
Fulton	IN	73.35322021	0	3	41
Scotts Bluff	NE	73.27399045	0	3	137
Pope	MN	73.17965606	0	0	28
Morrison	MN	73.01046483	2	0	48
Tallahatchie	MS	72.93946025	0	10	27
Green	WI	72.79590186	0	1	100
Wayne	KY	72.54086469	1	5	83
Daviess	MO	72.34145165	0	0	39
McCreary	KY	72.26638501	0	7	65
Wayne	OH	72.12938099	2	18	550
Lancaster	VA	71.76175099	1	0	23
Door	WI	71.69486665	1	0	41
Green	KY	71.55635063	0	0	20
Utah	UT	71.39090871	6	67	1304
Morrow	OH	71.36128793	2	4	260
Union	PA	71.32190697	1	5	138
O'Brien	IA	71.20478496	0	0	55
Nicholas	KY	71.03281716	0	1	24
Platte	NE	70.75834487	0	2	87
Murray	MN	70.31524669	0	0	20
Morris	NJ	70.28476342	2	106	1144
Lewis	NY	69.98416148	0	2	124
Weston	WY	69.85191394	0	0	10
Clatsop	OR	69.80990227	0	11	150
Hocking	OH	69.77149834	3	6	205
Hitchcock	NE	69.63788301	0	0	18
Deuel	SD	69.44444444	2	0	15
Knox	OH	69.06758757	1	8	229
Yellow Medicine	MN	69.01311249	0	0	11
Iroquois	IL	69.00835001	1	1	100
Yuma	CO	68.95872328	2	0	7
Lee	KY	68.87052342	0	1	17
Schuyler	MO	68.83891693	0	0	6
St. Croix	WI	68.66053765	1	3	175
Juniata	PA	68.6369509	0	2	79
DeKalb	IN	68.54657622	1	3	97
Washington	OH	68.5043223	0	4	283
Perkins	NE	68.46970216	0	0	4
LaGrange	IN	68.42825561	1	6	78
Saratoga	NY	68.34476135	2	20	542
Davis	IA	68.25162098	0	0	8
Johnson	KY	68.23318692	2	4	77
Audubon	IA	68.10829218	0	0	7
Nuckolls	NE	67.98096533	0	0	6
Washington	MN	67.72018183	2	25	926
Trempealeau	WI	67.60868095	0	2	68
Adams	OH	67.60362925	0	3	234
Ascension Parish	LA	67.31181104	0	53	733
Moultrie	IL	67.22237161	0	0	32
Hamlin	SD	67.10283509	0	0	17
Pendleton	WV	66.92544505	0	0	36
Adair	IA	66.91648822	0	0	28
Jefferson	ID	66.87969087	0	0	33
Litchfield	CT	66.87209775	2	19	386
Somerset	NJ	66.85118805	2	111	1028
Tishomingo	MS	66.5676686	1	1	48
Woods	OK	66.36434023	0	0	20
Houghton	MI	66.25258799	0	1	76
Ashland	OH	65.9842015	0	4	316
Marquette	WI	65.89351608	0	1	54
Osage	MO	65.75102279	0	0	59
Grundy	IL	65.70040615	1	1	162
Clay	GA	65.68144499	0	0	2
Tioga	NY	65.68079135	0	7	148
Hot Spring	AR	65.67164179	0	4	39
Hancock	IN	65.66538596	1	16	190
Fluvanna	VA	65.44250683	0	0	57
Holmes	MS	65.11829824	1	0	15
Meade	KY	65.04621705	0	4	111
Middlesex	VA	65.04367218	0	0	19
Grundy	IA	64.96670456	0	0	13
Chickasaw	IA	64.92979466	1	0	28
Miami	OH	64.7724746	1	35	561
Carroll	IN	64.7216967	0	1	95
Matanuska-Susitna Borough	AK	64.08101521	0	8	77
Harrison	OH	64.01229036	0	1	61
Rowan	KY	63.75653504	0	4	66
Moore	TN	63.48198699	0	0	20
Pike	OH	63.45401347	3	5	88
Lee	MS	63.27630654	0	7	299
Hickman	KY	63.22444679	0	0	11
Wright	MN	63.04973924	0	8	233
Carver	MN	62.78646324	1	7	162
Tattnall	GA	62.68118781	0	2	129
Throckmorton	TX	62.5	0	0	1
Casey	KY	62.23937263	0	3	56
Windham	CT	62.07271862	0	21	194
Amite	MS	62.02031165	1	1	1
Newton	AR	62.00396825	0	0	12
Antelope	NE	61.95786865	2	0	4
Waukesha	WI	61.95362111	4	48	746
Pike	GA	61.81164307	0	2	44
Dubois	IN	61.37721017	0	0	42
Washington	RI	60.98575151	1	14	346
Scotland	MO	60.96321886	0	0	24
De Witt	IL	60.90133983	0	1	13
Burt	NE	60.84575601	0	0	11
McDuffie	GA	60.28286575	1	1	107
Hudspeth	TX	60.27727547	0	0	11
Webster	MS	60.07810153	0	1	13
Lincoln	WY	59.89980396	0	0	38
Breckinridge	KY	59.88023952	0	1	37
Addison	VT	59.79723302	0	2	183
Schoharie	NY	59.66587112	0	1	133
Treutlen	GA	59.59475566	0	0	26
Ringgold	IA	59.14826498	0	0	3
Garrard	KY	59.11912504	0	1	69
Lewis	MO	59.10165485	0	1	35
Washakie	WY	59.08070424	0	0	2
Custer	SD	59.04581956	0	0	8
Cumberland	KY	58.9188393	0	1	32
Brunswick	VA	58.91710364	0	2	56
Noble	IN	58.86062645	0	2	145
Orange	VT	58.79301401	1	1	192
Hanson	SD	58.73715125	0	0	1
Woodford	IL	58.56440812	0	1	66
McCone	MT	58.51375073	1	0	0
Jackson	MN	58.47953216	0	1	14
Teton	ID	58.39416058	0	0	26
Johnson	NE	58.32037325	0	0	1
Parke	IN	58.13277526	0	1	17
Green Lake	WI	58.01993776	0	1	50
Juab	UT	57.98221879	0	0	31
Floyd	VA	57.95981453	0	0	29
Somervell	TX	57.75005775	0	0	48
Sussex	NJ	57.53739931	5	22	416
Sagadahoc	ME	57.12164053	0	6	142
Hancock	MS	57.06008866	4	11	77
Hardin	OH	56.88821466	0	6	268
Columbia	GA	56.8618184	1	22	451
Lawrence	KY	56.76084763	0	0	56
Spencer	KY	56.69898509	0	2	53
Russell	KY	56.33168094	0	3	49
Powell	KY	56.02689291	0	1	85
Harney	OR	55.97537084	1	0	48
Bedford	VA	55.85392052	1	2	231
Sarpy	NE	55.51257596	1	22	331
Harrison	IA	55.43621371	0	0	33
Copiah	MS	55.32312161	1	1	50
Tillamook	OR	55.29881108	0	2	137
Lafayette	AR	55.15719801	0	0	30
Anderson	KY	55.01811013	0	3	57
Jackson	WV	54.83583522	0	2	49
DeKalb	MO	54.51713396	0	0	25
Grant Parish	LA	54.47117567	0	0	77
Coshocton	OH	54.40696409	0	5	301
Ransom	ND	54.38723713	1	0	21
Tippah	MS	54.33798225	0	1	53
Dearborn	IN	54.10387945	2	6	64
Hancock	IA	54.08328826	0	0	17
Chaffee	CO	54.02485143	0	0	48
Crittenden	KY	54.02485143	0	1	27
Ozaukee	WI	53.9894778	0	6	165
Waldo	ME	53.92912173	1	2	231
Oliver	ND	53.36179296	0	0	0
Powhatan	VA	53.08043455	0	2	67
Edwards	TX	53.07855626	0	0	6
McCook	SD	53.05978069	0	0	11
Taylor	WV	53.02539327	0	2	14
Marinette	WI	52.87190579	1	10	462
Fillmore	MN	52.79577634	0	1	42
Lamar	MS	52.72019183	1	11	461
Knox	IN	52.69536808	0	7	217
Pearl River	MS	52.65833818	0	9	141
Grant	KY	52.5188866	0	4	95
Clinton	OH	52.44963643	0	4	133
Cache	UT	52.17733451	0	4	374
Plymouth	IA	52.0895941	2	0	52
Cass	IN	51.99802408	0	5	224
Paulding	OH	51.93725979	0	1	63
Greene	IN	51.85930875	2	0	45
Sullivan	IN	51.83056118	3	0	64
George	MS	51.8157088	2	1	41
Deuel	NE	51.62622612	0	0	5
Mercer	OH	51.4907807	1	1	133
Gilliam	OR	51.36106831	0	0	5
Armstrong	TX	51.30836326	0	0	14
Leake	MS	51.30616957	0	3	17
Lewis	ID	51.25576627	0	0	11
Stewart	GA	51.12474438	0	1	16
Steele	ND	51.02040816	0	0	5
Lake of the Woods	MN	50.9035378	0	0	7
Gosper	NE	50.70993915	0	0	5
Benton	IA	50.5856259	0	0	156
Washington	KY	50.52631579	0	1	39
Broomfield	CO	50.44475459	1	6	90
York	NE	50.42137866	0	4	47
Larue	KY	49.77246871	0	1	37
Isanti	MN	49.73301225	0	0	90
Pittsylvania	VA	49.65879601	2	8	209
Vernon	WI	49.45761482	0	0	59
Dolores	CO	49.28536225	0	0	15
Lincoln	KY	49.24086992	1	4	55
Richardson	NE	49.23076923	0	0	9
Knox	MO	49.17629702	0	0	15
Tuscarawas	OH	48.55835635	1	10	275
Dawson	GA	48.48805431	0	2	69
Keokuk	IA	48.40739665	0	0	7
Muhlenberg	KY	48.10930434	0	1	53
Oldham	KY	48.10467577	1	6	235
LaMoure	ND	48.00768123	0	1	2
Williams	OH	48.0	0	1	139
Carter	KY	47.79060363	0	3	78
Warren	IN	47.53416518	0	0	0
Bracken	KY	47.52851711	0	0	59
Belmont	OH	47.43355709	0	3	248
